,헤드라인,레이블
1008,네이버 파트너스 데이… 160개 파트너사 참석,1.0
1009,'꽃 정기배송'으로 年매출 40억 일군 공대 청년,1.0
1010,하늘선 불꽃쇼·물에선 조명쇼 '평창 문화패럴림픽',1.0
1011,낮엔 패럴림픽… 밤엔 불꽃쇼 즐긴다,1.0
1012,"약용작물 재배의 달인, 야생 약초 가시엉겅퀴 첫 대량재배의 길 열다",1.0
1013,네이버 ‘아름다운 배턴터치’… 한성숙 대표체제 공식 출범,1.0
1014,"키움코리아에이스 주식형 펀드, 우량 대형주와 강소기업 투자… 올해 수익률 ...",1.0
1015,"대기업 그만두고 '플라워트럭' 창업…남다른 길 택한 청춘, '꽃길' 달려요",1.0
1016,"네이버, 아직은 어정쩡한 상승 ‘라인’",0.0
1017,웹툰 덕에 '승승장구'…디앤씨미디어·네이버 등 '주목',1.0
1018,최고 실적에도 웃음기 사라진 네이버,0.0
1019,혁명적 변화 가져올 ‘순환경제’,1.0
1020,<AI 글로벌 최전선을 가다>“AI 활용한 혈액검사로 알츠하이머 진단기술 개발...,1.0
1021,"조정 받는 네이버 ""지금이 오히려 살 때""",1.0
1022,당뇨병 환자도 걱정 없이 먹을 수 있는 흰쌀밥 나왔다,1.0
1023,<AI 글로벌 최전선을 가다>적재화물 실시간 추적·새 거래처 발굴… ‘AI 무역...,1.0
1024,'연금사회주의' 우려 커지는 국민연금...'지분10%' 이상 상장사 1년새 22%↑,0.0
1025,"변하겠다는 재벌들, 내심 ‘시간아 가라’",0.0
1026,[ET단상]다시 시작된 희토류 전쟁,0.0
1027,[단독] 국정원 민간인 댓글팀 운영 폭로…“글 1건당 5만원”,0.0
1028,더 빠르고 강해진 태풍 링링… ‘경계’로 경보 격상,0.0
1029,"< ICT & Science >“AI, 수천년된 포석 뒤흔들고 기사들에 새 묘수 선보여”",1.0
1030,KT 개인정보유출 집단소송 판 커지나,0.0
1031,< AI 글로벌 최전선을 가다 >AI로 소비패턴 분석…타깃광고 노출·결제까지 ‘...,1.0
1032,< AI 글로벌 최전선을 가다 >“R&D단계부터 수요자와 대화… 시장이 원하는 것...,1.0
1033,동호인 마을?… 함께 집짓다간 원수됩니다,0.0
1034,"'도도맘' 40대 남성 고소, ""수차례 폭행…신체 접촉까지""",0.0
1035,해외발 악재에 실적전망 더 어둡다,0.0
1036,"[이슈추적]총수 거부한 이해진, 난처해진 공정위",0.0
1037,"3년 만에 연매출 5억 '흑돼지 아빠'…""자연순리 사육·회원제 판매가 비결""",1.0
1038,"코스피, 장중 사상 최고치 경신… 2561.69 터치",1.0
1039,흔들리는 인텔 아성… 삼성전자에 양날의 칼 되나,0.0
1040,[현장에서]한 달째 고심하는 檢…커지는 삼성 경영리스크,0.0
1041,“김 샜다! 다 유출!” 삼성 언팩 흥행 고심,0.0
1042,“5G도 미비한데 6G 시기상조? 선제 투자 없었다면 오늘날 삼성도 없었다”,0.0
1043,[기자24시] 삼성의 잃어버린 시간,0.0
1044,"자생력 키운 삼성디스플레이, '형님' 지원없이 퀀텀닷 양산",1.0
1045,"""불기소 권고는 '사회적 대타협' 하라는 것…檢, 삼성 수사 멈출 때다""",0.0
1046,"[포토] 삼성 `더 세리프` TV, 글로벌 브랜드와 협업 마케팅",1.0
1047,5G 막 나왔는데..삼성전자 '6G' 속도내는 이유,1.0
1048,"""6G 리더십, 선제 연구로 확보해야 삼성전자가 중요한 역할 맡을 것""",1.0
1049,5G 정착도 못했는데 삼성은 왜 6G를…시장 선점 의지 강조,1.0
1050,"6G기술 이미 무한경쟁 돌입…삼성, 통신 리더십 확보할것",1.0
1051,"LG 74건·삼성 46건·현대차 32건 소송 시달려…""비즈니스 집중 못해""",0.0
1052,불기소 권고에도 모르쇠 한달..추락 檢신뢰에 삼성 위기 고조,0.0
1053,"삼성-인텔, '파운드리 빅딜' 기회 온다…인텔 ""7나노 생산 차질, 외부와 협력...",1.0
1054,삼성TV `더 세리프` 유명브랜드와 콜라보,1.0
1055,"월풀 제친 LG전자, 글로벌 가전 매출 1위",1.0
1056,[주말 TV본방사수] ‘시사기획 창’ 20여년에 걸친 ‘삼성승계’ 문제점,0.0
1057,인텔 7나노 칩 출시 연기에···삼성 메모리 '뜻밖의 악재',0.0
1058,"퇴직연금 적립금, 은행권은 `쑥쑥` 늘었는데… 삼성생명은 `찔끔`",0.0
1059,'폰카 날개' LG이노텍·삼성전기 쭉 달린다,1.0
1060,"하나금융투자, 삼성전자·금융주 집중 투자… 높은 수익성·배당이 ‘내 손안...",1.0
1061,삼성미래기술육성사업 지원 과제 세계적 학술지 잇달아 게재,1.0
1062,"삼성미래기술사업 지원 연구과제, 세계적 학술지 게재",1.0
1063,"삼성미래기술육성사업 지원 연구과제, 세계적 학술지에 잇따라 게재",1.0
1064,삼성미래기술육성사업 후원 연구과제 세계가 주목,1.0
1065,"삼성SDI ""전고체 배터리 2027년 상용화""",1.0
1066,가성비 좋은 초대형 TV는 역시 'LG-삼성',1.0
1067,한발 앞서가는 `삼성미래기술육성사업`,1.0
1068,"삼성 지원받은 韓 연구진, 세계적 학술지 잇단 게재",1.0
1069,삼성전자 파는 개미들…두달 새 1.2兆 처분,0.0
1070,‘반도체의 힘’ 삼성전자 이어 SK하이닉스도 2분기 ‘어닝 서프라이즈’(종합...,1.0
1071,"삼성전자, 협력사에 인센티브 365억 ‘역대 최대’",1.0
1072,"협력사 297곳 2만3000명에 삼성, 365억 보너스 쏜다",1.0
1073,"삼성전자, 반도체 협력사에 365억 인센티브",1.0
1074,"삼성전자, 반도체 우수 협력사에 365억 인센티브",1.0
1075,[마켓인]글로벌社 'ARM·필립스' 매물로…삼성·SK·LG 움직이나,1.0
1076,"""어려운 때일수록 동행"" 삼성전자, 반도체 협력사에 역대 최대 성과급",1.0
1077,산업현장 해결사 … `DT엔진` 띄워 디지털혁신 돕는 삼성SDS,1.0
1078,"삼성전자, 반도체 협력사에 상반기 역대 최대 365억 인센티브 지급",1.0
1079,"삼성, 협력사에 365억 인센티브",1.0
1080,"외국인, 이달에만 삼성전자 1兆 매수… IT株로 컴백하나",1.0
1081,[단독] '한국의 멋' 강조하던 삼성 비스포크···핵심기술은 중국산?,0.0
1082,삼성·SK '취업사관학교' 출신…기업 수십곳에서 모셔간다,1.0
1083,"외국인, 삼성전자 사고 SK하이닉스 판 까닭",1.0
1084,美 2분기 스마트폰 판매량 25% 감소…삼성은 선방,0.0
1085,하이닉스 팔고 삼성전자 1조 쓸어담은 외국인,1.0
1086,"삼성, 반도체 협력사 직원에 `통큰 인센티브`",1.0
1087,"'흔들림없는 이재용 동행 비전'…삼성, 협력사에 역대 최대 인센티브",1.0
1088,"협력사와 동행…삼성, 365억 '사상 최대' 인센티브 쐈다",1.0
1089,"사법리스크에…삼성, 반도체 M&A 전쟁서 뒤처지나",0.0
1090,"매장서 물건 빼는 삼성, 라인업 늘리는 LG, ""엇갈리는 뷰티 기기 사업 행보”",0.0
1091,코로나 보복소비에…삼성·LG TV 판매 '폭발',1.0
1092,"삼성증권, 신규 고객 해외주식 수수료 인하",1.0
1093,[사설] 삼성-현대차 ‘미래차 협력’ 새 성장동력으로 결실 맺기를,1.0
1094,[朝鮮칼럼 The Column] 삼성전자의 애물단지 비메모리를 살린 두 가지 모험,1.0
1095,"""삼성기술 마스크中企와 공유…K방역 앞장""",1.0
1096,"혼자선 먼 길… 삼성·현대차, 차세대 모빌리티 함께 탄다",1.0
1097,美 엔비디아의 '반란'…삼성전자 시총 턱밑 추격,0.0
1098,"삼성 준법감시위, '지멘스' 반면교사삼는다",1.0
1099,"삼성 준법위, 독일 지멘스 ‘준법경영’ 배운다",1.0
1100,"삼성, 하반기 전략 폰·워치·이어폰 '무선충전' 대거 탑재",1.0
1101,"삼성, 하반기 전략제품에 '무선충전' 대거 탑재",1.0
1102,"[기자수첩]갈림길 선 삼성, 사법리스크 이제 끝내나",0.0
1103,"노태문 삼성전자 사장 ""갤럭시 신제품 5개, 모바일 경험의 혁신 제공할 것""",1.0
1104,"내달 5일 '갤럭시 언팩' 여는 삼성전자.. 노태문 사장 ""폴더블폰 지속 선보일...",1.0
1105,"노태문 삼성전자 사장 “5가지 갤럭시 신제품 공개""",1.0
1106,삼성전자 기술 135건 中企에 무상 제공,1.0
1107,"삼성, AI등 미활용 특허기술 135건 中企 78곳에 무상 양도",1.0
1108,"삼성, 기술나눔 사업…中企에 특허 무상제공",1.0
1109,"10년 연속 가전애프터서비스 1위… 삼성전자서비스, 능률협회 평가서",1.0
1110,"[사설]삼성-현대차 협력, 결실 맺어야",1.0
1111,美·中·日 반도체 자국주의에 삼성 ‘샌드위치’ 우려,0.0
1112,삼성전자도 재택근무·자율좌석제… 코로나發 유연근무제 확산,1.0
1113,네이버·카카오 팔고 삼성전자·현대차 사는 외국인,1.0
1114,'위기를 기회로'…다시 시험대 오른 노태문 삼성전자 사장,1.0
1115,"노태문 사장 ""삼성 갤럭시 언팩서 신제품 5종 공개""",1.0
1116,삼성전자 등 주요 전자업계 작년 R&D 4조 늘려,1.0
1117,"[여명]삼성의 시간, 검찰의 시간",0.0
1118,[매경 인터뷰] 윤종용 前삼성전자 부회장이 말하는 `한국경제`,1.0
1119,"필립스發 `글로벌 가전시장` 새판짜기…삼성·LG, 수조원 베팅할까",1.0
1120,"LG전자, 日 NTT도코모와 초경량 AR글라스 개발 착수…내년 출시 전망",1.0
1121,"""보안 전문가들 한 곳에""…삼성보안기술 포럼",1.0
1122,"삼성전자, '제4회 삼성보안기술포럼' 온라인 개최…프라이버시 관련 보안 논의",1.0
1123,삼성보안기술포럼 내달 18일 온라인 개최,1.0
1124,"삼성전자, 글로벌 TV시장 15년째 1위·프리미엄 가전 질주…8월 '괴물폰' 공개",1.0
1125,"외국인, 경기민감주로 이동…네이버 팔고 삼성전자 샀다",1.0
1126,"삼성전자, 지정좌석 없앤다…자율좌석제 시범 도입",1.0
1127,삼성전자도 자율좌석제 시범 도입,1.0
1128,"""유연·자율적 조직문화 조성""…삼성전자, 자율좌석제 도입",1.0
1129,"""업무효율 높이고 창의성 UP"" 삼성전자도 자율좌석제 도입",1.0
1130,"""오늘은 부장님 자리 앉아볼까"" 삼성전자, 자율좌석제 시범 도입",1.0
1131,"“LG·샤오미 다 비켜”…삼성, 20만원대 ‘갤A21s’ 오늘부터 사전판매",-1.0
1132,삼성전자 ‘보안기술포럼’… 내달 18일 온라인 개최,1.0
1133,"美, 7월 셋째주 실적 발표 MS·트위터·테슬라 주목...韓, 23일부터 실적 발표...",1.0
1134,삼성증권 “호주 석탄산업 투자 않겠다”…현지 청소년 불매운동에 ‘백기’,0.0
1135,삼성전자서비스 이번에도 '엄지 척',1.0
1136,"삼성전자서비스, 9년 연속 2020 한국산업의 서비스 품질 지수 1위",1.0
1137,"삼성이 직접 '갤럭시폴드2' 언팩 티저 띄웠다…""8월5일 공개""",1.0
1138,"삼성, 갤폴드2 연상 ‘티저 영상’ 공개",1.0
1139,"물방울 떨어지자 나비 형상 인폴딩… 삼성, 갤폴드2 티저 영상 공개",1.0
1140,[이번주추천주]카카오·삼성전자 등 하반기 실적개선 기대株 주목,1.0
1141,"""헤지펀드가 311억 투자해 삼성 주주되면 삼성전자 子회사에 다중대표소송 가...",0.0
1142,삼성 20만원대 휴대폰 `갤럭시 A21s` 나온다,-1.0
1143,삼성전자 '갤럭시 A21s' 24일 출시…29만7000원,-1.0
1144,"삼성, 20만원대 갤럭시 A21s 출시",-1.0
1145,삼성전자 29만원대 '갤럭시 A21s' 사전 판매,-1.0
1146,프리미엄 품은 20만원대 삼성스마트폰,-1.0
1147,"삼성바이오로직스, 선제투자 주효...석달새 의약품 1.8조 수주",1.0
1148,5G도 확 오지 않았는데…삼성은 벌써 6G 얘기 하네,1.0
1149,"대덕전자 3일간 30% 넘게 급등…""비메모리 반도체 설비에 900억 투자""",1.0
1150,반도체 육성 나선 日···'삼성 라이벌'에 손짓,0.0
1151,'노조와해 의혹' 삼성전자 임원진 항소심 선고 [이주의 재판 일정],0.0
1152,파운드리시장 파고드는 中 SMIC…IPO로 TSMC·삼성전자 추격,0.0
1153,"삼성, 미래차 반도체 승부수…""엔비디아 추격""",1.0
1154,"박일평 LG전자 사장, IFA서 뉴노멀 시대 고객가치 알린다",1.0
1155,글로벌 TV시장 회복세… 삼성·LG제품 완판행진,1.0
1156,"위기에 강했던 삼성, 그리고 흑역사 [책과 삶]",-1.0
1157,"배터리→디스플레이→電場 계열사 순회한 이재용…""소부장은 삼성""",-1.0
1158,“도대체 뭐가 나오나” 오락가락 삼성언팩 ‘완전 정리’ [IT선빵!],-1.0
1159,삼성 ‘LED 사이니지’ 밀라노 패션쇼 빛내다,1.0
1160,"삼성전자, 中企에 스마트공장 설비 구축… 5년간 500억 지원 ‘나눔의 선순환...",1.0
1161,[사진] 부산 삼성전기 찾은 이재용 부회장,-1.0
1162,"[사설] 삼성 가전 16년 만의 국내 투자, 노동·규제개혁으로 화답해야",1.0
1163,반도체 자립도 높이는 중국..삼성과 기술격차 줄어든다,0.0
1164,"이재용, 현장점검 잰걸음… 이번엔 삼성전기",-1.0
1165,"이재용 부회장, 삼성전기 전장 MLCC 사업 점검…""끊임없이 도전하자""",1.0
1166,'전자산업의 쌀' 찾아간 이재용…모빌리티 혁신 씨 뿌렸다,1.0
1167,"삼성, 대형 M&A 재추진 가능성… 사법리스크 최대 변수",0.0
1168,"삼성·LG전자, CES 등 내년 해외행사 참석 고심",0.0
1169,[단독] 삼성 가전의 글로벌 거점으로…광주가 들썩인다,1.0
1170,"이재용, 삼성전기 전장부품 공장 방문… '미래 먹거리' 챙기기 행보",1.0
1171,[책꽂이-삼성 라이징]외국인 기자가 10년간 파고 든 ‘삼성’의 역사,-1.0
1172,"삼성, 이불까지 말려주는 국내 최대 용량 건조기 출시",-1.0
1173,삼성전자 ‘국내 최대용량 17㎏’ AI건조기 출시,-1.0
1174,"[포토] 삼성, 국내 첫 에너지효율 1등급 17㎏ 건조기",-1.0
1175,"삼성전자, 소상공인에게 구매 혜택 준다",1.0
1176,큰 이불도 너끈한 삼성건조기… 에너지효율 `1등급` 17kg용량,-1.0
1177,"국내 유일 에너지 1등급…삼성, 17kg 건조기 출시",-1.0
1178,"삼성, 국내 최대 17㎏ 건조기 내놓다",-1.0
1179,삼성전자로 돌아오는 外人…지난달부터 1兆 순매수,1.0
1180,"TSMC, 화웨이 잃고도 반도체 시총 1위… 삼성 추격전 '암운'",0.0
1181,화웨이 5G장비 유럽서 잇따라 퇴출… 삼성전자 반사이익 가능성,1.0
1182,상승세 탄 삼성전자·SK하이닉스… 하반기도 웃을까,1.0
1183,"삼성전자, 사랑의열매에 250억원 지원",1.0
1184,“청소년 홀로서기 응원” 삼성 희망디딤돌 확대,1.0
1185,"삼성전자, 보호 종료 청소년지원 전국 확대",1.0
1186,"삼성전자, '삼성 희망디딤돌' 2기 사업 시작···보호종료 청소년 돕는다",1.0
1187,청소년 자립 돕는 '삼성 희망디딤돌' 전국 확대,1.0
1188,"김현석 삼성전자 사장 '절박한 토로'…""삼성, 위기의 한복판…리더 역할 더 절...",0.0
1189,"""삼성 가전 내년 더 큰 위기…리더역할 중요한때""",0.0
1190,"삼성전자, 샤프서 LCD 패널 공급 받았다..LGD와 계약도 추진",1.0
1191,"삼성-LG, 베스트바이서 55·65인치 TV 품절…'코로나 보복 소비'로 TV 시장 부...",1.0
1192,삼성전자 '보호종료' 청소년에 250억 더 푼다,1.0
1193,"삼성, 복지시설 퇴소 청소년 지원 확대…이재용이 뿌린 씨앗",1.0
1194,사회 진출 `보호종료 청소년` 삼성이 품는다,1.0
1195,보호 끝난 청소년 자립 지원…`삼성 희망디딤돌` 전국 확대,1.0
1196,보호종료 청소년 자립 지원…'삼성 희망디딤돌 2기 사업' 본격화,1.0
1197,삼성 '프로젝트 프리즘' 소비자 취향저격,1.0
1198,2분기 선방한 삼성폰 하반기 본격반등 기대감 ‘솔솔’,1.0
1199,"삼성전자 “5G보다 50배 빠른 6G, 2030년 본격 상용화”",1.0
1200,벌써 6G…삼성 10년 뒤 먹거리 준비 착수,1.0
1201,5G 이제 시작인데 삼성은 벌써 6G 준비,1.0
1202,10년 뒤 미래산업 선점… 삼성전자 ‘6G 시대’ 연다,1.0
1203,"삼성전자, 5G보다 50배 빠른 6G 시대 준비한다",1.0
1204,"엘에스디테크, 삼성전자 차세대 핵심업무 시스템에 서버공급",1.0
1205,"엘에스디테크, 삼성에 차세대서버 납품",1.0
1206,이재용의 '통신 초격차'…6G 선점 나선 삼성,1.0
1207,삼성전자 “차세대 6G로 초연결 미래 선점”,1.0
1208,"삼성전자, 미래 먹거리로 6G 낙점 ""10년 내다보고 본격 기술 개발""",1.0
